POST_TR_SGP_TABLE_RegistrationNO,PaperCode,CA1,CA2,POST_TR_TR_MSE,IA_TOTAL,POST_TR_TR_ESE,ExamHeld,ExamName,College_Code,Course_Code,Semester
13106107347,41301,,,,0,25,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107182,11101,4,4,19,27,45,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,011101P,5,5,8,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,11102,5,5,18,28,52,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,011102P,5,5,8,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,21101,5,5,17,27,43,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,021101P,5,5,9,19,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,021103P,9,9,17,35,55,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,21202,5,4,17,26,41,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,021202P,5,3,7,15,23,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,31201,4,5,18,27,43,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,031201P,4,5,9,18,21,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,31411,5,5,19,29,40,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,031411P,4,4,9,17,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,41301,5,5,20,30,31,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107182,041301P,4,4,8,16,27,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107182,41302,4,5,19,28,52,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107182,041302P,5,5,9,19,27,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107182,41404,5,5,20,30,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,041404P,4,4,7,15,24,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,41503,4,5,19,28,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,041503P,4,5,9,18,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,51301,5,5,19,29,60,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107182,051301P,5,4,8,17,29,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107182,51402,4,4,18,26,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,51403,4,5,18,27,41,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,051403P,4,5,9,18,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,51409,4,5,16,25,36,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,051409P,4,5,9,18,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,51505,4,4,18,26,48,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,051505P,4,5,7,16,25,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,51511,4,5,18,27,55,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,51513,4,5,18,27,35,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,51516,4,4,18,26,38,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,051516P,4,5,7,16,24,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,51606,5,5,19,29,45,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,51614,5,5,13,23,38,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,051614P,4,4,8,16,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,51617,5,5,18,28,47,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,051617P,5,5,8,18,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,61201,4,5,17,26,54,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,061201P,4,5,9,18,25,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,61502,5,4,19,28,48,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,061502P,5,4,9,18,27,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107182,61603,5,5,19,29,50,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,061603P,5,5,8,18,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,61604,5,4,17,26,46,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,061604P,5,4,8,17,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,61606,5,4,18,27,46,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107182,61808,5,5,17,27,50,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107182,61809,5,5,18,28,56,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107182,061809P,5,5,9,19,29,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107182,61810,5,5,19,29,50,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107182,61814,5,5,18,28,52,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107182,61818,5,5,19,29,52,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107182,061825P,8,10,19,37,56,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107182,211101,5,5,20,30,54,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,211202,4,4,17,25,53,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,211303,5,5,18,28,64,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107182,211405,4,4,18,26,51,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107182,221201,4,5,17,26,45,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,221201P,4,5,7,16,29,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,231101,5,4,19,28,22,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,231101P,5,5,9,19,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107182,241205,5,4,14,23,51,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107182,241301,5,5,19,29,40,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107182,241306,4,5,18,27,42,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107183,11101,4,4,19,27,48,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,011101P,4,4,8,16,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,11102,5,5,15,25,29,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,011102P,5,5,8,18,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,21101,5,5,18,28,39,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,021101P,4,5,8,17,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,021103P,9,9,16,34,54,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,21202,4,4,17,25,40,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,021202P,4,5,9,18,20,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,31201,4,4,17,25,37,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,031201P,4,5,9,18,23,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,31411,5,5,15,25,52,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,031411P,5,4,9,18,25,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,41301,5,4,18,27,31,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107183,041301P,5,4,8,17,28,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107183,41302,4,5,16,25,40,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107183,041302P,4,4,8,16,25,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107183,41404,5,5,13,23,35,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,041404P,4,4,8,16,24,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,51301,5,5,16,26,40,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107183,051301P,5,5,8,18,26,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107183,51402,4,4,18,26,30,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,51403,5,5,16,26,45,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,051403P,5,5,9,19,25,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,51409,4,5,14,23,49,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,051409P,4,5,9,18,26,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,61201,4,5,18,27,39,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,061201P,4,4,8,16,26,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,211101,5,5,18,28,58,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,211202,4,4,17,25,65,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,211303,4,4,19,27,63,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107183,211405,4,4,18,26,49,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107183,221201,4,5,17,26,38,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,221201P,5,4,8,17,29,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,231101,5,4,18,27,30,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,231101P,4,5,9,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107183,241205,5,4,12,21,34,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107183,241301,5,5,17,27,54,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107183,241306,4,5,18,27,49,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107184,11101,3,AB,12,15,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,011101P,4,4,7,15,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,11102,5,5,15,25,25,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,011102P,5,5,8,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,21101,5,4,16,25,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,021101P,4,5,8,17,25,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,021103P,10,10,18,38,58,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,21202,4,AB,18,22,42,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,021202P,4,4,7,15,25,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,31201,3,4,19,26,40,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,031201P,4,4,9,17,21,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,31411,5,5,16,26,35,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107184,031411P,4,4,10,18,24,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107184,41301,4,4,15,23,27,"FEB, 2017","B.TECH. 3RD SEMESTER EXAMINATION, 2016",107,106,3
14106107184,041301P,5,4,8,17,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107184,41302,4,4,16,24,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107184,041302P,4,4,8,16,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107184,41404,4,5,16,25,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107184,041404P,4,4,8,16,24,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107184,41503,4,5,12,21,,"DEC, 2017","B.TECH. 5TH SEMESTER EXAMINATION, 2017",107,106,5
14106107184,041503P,4,5,7,16,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107184,51301,5,5,13,23,46,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107184,051301P,5,4,8,17,25,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107184,51402,5,5,17,27,39,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107184,51403,5,5,16,26,35,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107184,051403P,5,5,9,19,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107184,51409,4,5,14,23,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107184,051409P,4,5,9,18,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107184,51505,5,5,16,26,37,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107184,051505P,5,5,8,18,25,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107184,51511,5,5,19,29,44,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107184,51513,5,5,18,28,31,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107184,51516,5,5,16,26,32,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107184,051516P,5,5,8,18,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107184,51606,4,5,10,19,43,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,51614,5,5,12,22,33,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,051614P,4,4,8,16,25,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,51617,4,4,14,22,43,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,051617P,5,5,8,18,25,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,61201,4,5,17,26,33,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,061201P,5,4,8,17,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,61502,5,4,18,27,32,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107184,061502P,5,5,8,18,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107184,61603,5,5,17,27,39,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,061603P,4,5,8,17,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,61604,4,4,16,24,38,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,061604P,5,5,8,18,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,61606,4,4,17,25,42,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107184,61808,4,5,13,22,44,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107184,61809,5,5,16,26,49,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107184,061809P,5,4,9,18,29,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107184,61810,4,5,18,27,40,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107184,61814,5,5,16,26,50,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107184,61818,5,5,17,27,43,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107184,061825P,7,9,19,35,54,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107184,211101,5,5,15,25,53,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,211202,4,4,16,24,59,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,211303,4,4,17,25,54,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107184,211405,5,5,17,27,35,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107184,221201,5,5,16,26,31,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,221201P,4,4,8,16,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,231101,5,4,18,27,33,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,231101P,4,5,9,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107184,241205,4,5,13,22,36,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107184,241301,5,4,18,27,34,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107184,241306,5,4,17,26,42,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107185,11101,4,AB,18,22,21,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107185,011101P,3,4,8,15,,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107185,11102,5,5,18,28,38,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107185,011102P,5,5,8,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107185,21101,5,4,16,25,35,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107185,021101P,5,5,9,19,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107185,021103P,9,9,17,35,56,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107185,21202,5,5,20,30,42,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107185,021202P,5,4,7,16,23,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107185,31201,4,5,18,27,46,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107185,031201P,5,5,9,19,22,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107185,31411,5,5,17,27,47,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107185,031411P,5,4,10,19,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107185,41301,5,5,17,27,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107185,041301P,5,5,9,19,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107185,41302,5,5,18,28,25,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107185,041302P,5,5,9,19,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107185,41404,5,5,18,28,29,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107185,041404P,5,4,9,18,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107185,41503,4,5,17,26,25,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107185,041503P,4,5,8,17,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107185,51301,4,5,17,26,47,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107185,051301P,4,5,9,18,25,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107185,51402,5,4,17,26,47,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107185,51403,5,5,18,28,44,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107185,051403P,5,5,9,19,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107185,51409,4,5,14,23,31,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107185,051409P,4,5,9,18,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107185,51505,4,4,17,25,29,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107185,051505P,4,5,7,16,24,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107185,51511,5,5,18,28,41,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107185,51513,4,5,18,27,39,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107185,51516,4,4,17,25,45,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107185,051516P,4,5,7,16,25,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107185,51606,5,5,15,25,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
